school_name,store_page
St James (Daisy Hill) CE Primary,https://www.smartschoolwear.co.uk/schools/primary-school/st-james-daisy-hill-ce-primary.html
St Joseph's Primary,https://www.smartschoolwear.co.uk/schools/primary-school/st-joseph-s-primary.html
St Michaels,https://www.smartschoolwear.co.uk/schools/primary-school/st-michaels.html
St. Matthews,https://www.smartschoolwear.co.uk/schools/primary-school/st-matthews.html
St Maxentius Primary,https://www.smartschoolwear.co.uk/schools/primary-school/st-maxentius-primary.html
SS Osmund and Andrew's R.C. Primary School,https://www.smartschoolwear.co.uk/schools/primary-school/ss-osmunds-andrews.html
St Pauls,https://www.smartschoolwear.co.uk/schools/primary-school/st-pauls.html
St Stephen &amp; All Martyrs’ C of E Primary School,https://www.smartschoolwear.co.uk/schools/primary-school/st-stephens.html
St Thomas' CE,https://www.smartschoolwear.co.uk/schools/primary-school/st-thomas-ce.html
St Thomas Chequerbent&nbsp;Primary,https://www.smartschoolwear.co.uk/schools/primary-school/st-thomas-chequerbent-primary.html
St Thomas CofE Primary School,https://www.smartschoolwear.co.uk/schools/primary-school/st-thomas-cofe-primary-school.html
St Williams,https://www.smartschoolwear.co.uk/schools/primary-school/st-williams.html
St William Of York,https://www.smartschoolwear.co.uk/schools/primary-school/st-william-of-york.html
Sunning Hill,https://www.smartschoolwear.co.uk/schools/primary-school/sunning-hill.html
The Gates Primary School,https://www.smartschoolwear.co.uk/schools/primary-school/the-gates-primary-school.html
The Oaks,https://www.smartschoolwear.co.uk/schools/primary-school/the-oaks.html
Tonge Moor,https://www.smartschoolwear.co.uk/schools/primary-school/tonge-moor.html
Valley Community,https://www.smartschoolwear.co.uk/schools/primary-school/valley-community.html
Walmsley Primary,https://www.smartschoolwear.co.uk/schools/primary-school/walmsley-primary.html
Washacre Primary School,https://www.smartschoolwear.co.uk/schools/primary-school/washacre-primary-school.html
